"Label","MTR"
"Cingulate area 2",0.407928502077993
"Cingulate area 2",0.382359820861893
"Cingulate area 2",0.366334379817999
"Cingulate area 2",0.384430523918127
"Cingulate area 2",0.388481899462931
"Cingulate area 2",0.382900004267867
"Cingulate area 2",0.373266733527998
"Cingulate area 2",0.377858292478777
"Cingulate area 2",0.37758820077579
"Cingulate area 2",0.400185873259034
"Cingulate area 2",0.409008868889941
"Cingulate area 2",0.367054624359298
"Cingulate area 2",0.361112606893585
"Cingulate area 2",0.395864406011242
"Cingulate area 2",0.373176702960336
"Cingulate area 2",0.361562759731896
"Cingulate area 2",0.482203720399411
"Cingulate area 2",0.486165065376554
"Cingulate area 2",0.464107576299284
"Cingulate area 2",0.478602497692918
"Cingulate area 2",0.367414746629947
"Cingulate area 2",0.237860759763862
"Cingulate area 2",0.316727537036058
"Cingulate area 2",0.10650616154453
"Cingulate area 2",0.25829769862321
"Cingulate area 2",0.358771812134364
"Cingulate area 2",0.362553095976182
"Cingulate area 2",0.387761654921633
"Cingulate area 2",0.379478842696699
"Cingulate area 2",0.372096336148388
"Cingulate area 2",0.376237742260855
"Cingulate area 2",0.352199580695014
"Cingulate area 2",0.352109550127352
"Cingulate area 2",0.362553095976182
"Cingulate area 2",0.415851192032278
"Cingulate area 2",0.424314065392537
"Cingulate area 2",0.406397982427734
"Cingulate area 2",0.388481899462931
"Cingulate area 2",0.36750477719761
"Cingulate area 2",0.351569366721378
"Cingulate area 2",0.389112113436568
"Cingulate area 2",0.382719943132543
"Cingulate area 2",0.377858292478777
"Cingulate area 2",0.389832357977866
"Cingulate area 2",0.372096336148388
"Cingulate area 2",0.374977314313583
"Cingulate area 2",0.372996641825011
"Cingulate area 2",0.376777925666829
"Cingulate area 2",0.47905265053123
"Cingulate area 2",0.483734240049671
"Cingulate area 2",0.518396008599666
"Cingulate area 2",0.522537414712133
"Cingulate area 2",0.445921401631495
"Cingulate area 2",0.440429537004093
"Cingulate area 2",0.273242772855156
"Cingulate area 2",0.403787095965527
"Cingulate area 2",0.285847052327881
"Cingulate area 2",0.232548956271785
"Cingulate area 2",0.393973764090333
"Cingulate area 2",0.226967061076721
"Cingulate area 2",0.117850013069983
"Cingulate area 2",0.297460995556321
"Cingulate area 2",0.337254506463069
"Cingulate area 2",0.352469672398001
"Cingulate area 2",0.362553095976182
"Cingulate area 2",0.36480386016774
"Cingulate area 2",0.368405082874233
"Cingulate area 2",0.369665510821505
"Cingulate area 2",0.343376585064107
"Cingulate area 2",0.342116157116834
"Cingulate area 2",0.351479336153716
"Cingulate area 2",0.410629419107863
"Cingulate area 2",0.427105012990069
"Cingulate area 2",0.412700122164097
"Cingulate area 2",0.38416043221514
"Cingulate area 2",0.365884226979688
"Cingulate area 2",0.36714465492696
"Cingulate area 2",0.405587707318773
"Cingulate area 2",0.406127890724747
"Cingulate area 2",0.406848135266046
"Cingulate area 2",0.375877619990206
"Cingulate area 2",0.718173838242365
"Cingulate area 2",0.543244445274468
"Cingulate area 2",-1.29283895163098
"Cingulate area 2",0.370475785930466
"Cingulate area 2",0.388121777192282
"Cingulate area 2",0.384340493350464
"Cingulate area 2",0.379388812129037
"Cingulate area 2",0.387221471515659
"Cingulate area 2",0.411439694216824
"Cingulate area 2",0.337074445327744
"Cingulate area 2",0.341666004278522
"Cingulate area 2",0.318528148389305
"Cingulate area 2",0.275313475911389
"Cingulate area 2",0.290708702981647
"Cingulate area 2",0.342926432225795
"Cingulate area 2",0.417111619979551
"Cingulate area 2",0.438178772812535
"Cingulate area 2",0.465187943111232
"Cingulate area 2",0.475361397257075
"Cingulate area 2",0.50966304353642
"Cingulate area 2",0.512273929998628
"Cingulate area 2",0.476081641798373
"Cingulate area 2",0.489676257515384
"Cingulate area 2",0.44961265490565
"Cingulate area 2",0.360212301216961
"Cingulate area 2",0.344006799037743
"Cingulate area 2",0.419272353603446
"Cingulate area 2",0.404777432209812
"Cingulate area 2",0.355080558860209
"Cingulate area 2",0.418011925656174
"Cingulate area 2",0.27378295626113
"Cingulate area 2",-0.0247584061071393
"Cingulate area 2",0.234529628760356
"Cingulate area 2",0.48058317018149
"Cingulate area 2",0.342566309955146
"Cingulate area 2",0.354180253183586
"Cingulate area 2",0.360122270649299
"Cingulate area 2",0.36597425754735
"Cingulate area 2",0.372366427851375
"Cingulate area 2",0.378578537020076
"Cingulate area 2",0.369755541389168
"Cingulate area 2",0.358321659296053
"Cingulate area 2",0.360032240081637
"Cingulate area 2",0.399195537014748
"Cingulate area 2",0.398205200770462
"Cingulate area 2",0.394513947496307
"Cingulate area 2",0.381819637455919
"Cingulate area 2",0.365344043573714
"Cingulate area 2",0.386321165839036
"Cingulate area 2",0.417111619979551
"Cingulate area 2",0.407478349239682
"Cingulate area 2",0.392803366710723
"Cingulate area 2",0.368044960603584
"Cingulate area 2",0.428365440937341
"Cingulate area 2",0.450152838311624
