"Label","MTR"
"Cingulate area 2",0.0156003023803351
"Cingulate area 2",0.00678274016536307
"Cingulate area 2",0.0324954915195121
"Cingulate area 2",0.0485890840936918
"Cingulate area 2",0.0936634755562409
"Cingulate area 2",0.175734631557134
"Cingulate area 2",0.426634356401337
"Cingulate area 2",0.326188140679733
"Cingulate area 2",0.164697263469861
"Cingulate area 2",-0.0507472286917618
"Cingulate area 2",-0.181962420254422
"Cingulate area 2",0.0175118018814828
"Cingulate area 2",0.0274392670326051
"Cingulate area 2",-0.023986235675693
"Cingulate area 2",0.0903337667477899
"Cingulate area 2",0.16987681050523
"Cingulate area 2",0.22481700584467
"Cingulate area 2",-0.00419296664767899
"Cingulate area 2",0.0399565057014115
"Cingulate area 2",0.198364319199754
"Cingulate area 2",0.201200737814361
"Cingulate area 2",0.244486952324223
"Cingulate area 2",0.14737044541107
"Cingulate area 2",0.270816316420678
"Cingulate area 2",0.487617356615374
"Cingulate area 2",0.290301279077539
"Cingulate area 2",0.0281175410491414
"Cingulate area 2",-0.0998296029792982
"Cingulate area 2",0.119006259265007
"Cingulate area 2",0.00468625684152357
"Cingulate area 2",-0.0331121042618179
"Cingulate area 2",-0.0121472710234229
"Cingulate area 2",0.0723903359466931
"Cingulate area 2",0.0247878322406905
"Cingulate area 2",0.0750417707386077
"Cingulate area 2",0.117094759763859
"Cingulate area 2",0.0247261709664599
"Cingulate area 2",0.0481574551740778
"Cingulate area 2",-0.0757817060293746
"Cingulate area 2",0.0318788787772064
"Cingulate area 2",0.187943563854787
"Cingulate area 2",0.16673208551947
"Cingulate area 2",-0.0183133984464803
"Cingulate area 2",-0.0204715430445503
"Cingulate area 2",0.0247261709664599
"Cingulate area 2",0.0871273804878001
"Cingulate area 2",0.0459376493017771
"Cingulate area 2",0.103775924530055
"Cingulate area 2",0.134729884193803
"Cingulate area 2",0.237519228336168
"Cingulate area 2",0.224262054376595
"Cingulate area 2",0.208723413270491
"Cingulate area 2",0.049575664481381
"Cingulate area 2",0.140279398874554
"Cingulate area 2",0.0577766139540472
"Cingulate area 2",-0.0469242296894663
"Cingulate area 2",-0.0823178010978154
"Cingulate area 2",0.0457526654790854
"Cingulate area 2",0.102481037771213
"Cingulate area 2",0.348941150870814
"Cingulate area 2",0.498716385976877
"Cingulate area 2",0.324153318630124
"Cingulate area 2",0.140341060148785
"Cingulate area 2",0.144780671893386
"Cingulate area 2",0.0275009283068357
"Cingulate area 2",-0.0624012095213402
"Cingulate area 2",0.0987197000431479
"Cingulate area 2",0.0696772398805479
"Cingulate area 2",-0.0349619424887351
"Cingulate area 2",0.0672724501855555
"Cingulate area 2",0.234806132270023
"Cingulate area 2",0.0838593329535797
"Cingulate area 2",-0.0242945420468459
"Cingulate area 2",0.219760781357763
"Cingulate area 2",0.245966822905757
"Cingulate area 2",0.0238629131272319
"Cingulate area 2",0.11832798524847
"Cingulate area 2",0.0192999788341695
"Cingulate area 2",-0.0808379305162816
"Cingulate area 2",0.0259593964510714
"Cingulate area 2",0.137011351340334
"Cingulate area 2",0.0823178010978154
"Cingulate area 2",0.130536917546124
"Cingulate area 2",0.246398451825371
"Cingulate area 2",0.153289927737205
"Cingulate area 2",0.305223307441338
"Cingulate area 2",0.313917547107849
"Cingulate area 2",0.129858643529587
"Cingulate area 2",0.0128872063141898
"Cingulate area 2",0.209956638755102
"Cingulate area 2",0.130536917546124
"Cingulate area 2",0.0946500559439301
"Cingulate area 2",0.131831804304966
"Cingulate area 2",0.13010528862651
"Cingulate area 2",0.29252108494984
"Cingulate area 2",0.208785074544721
"Cingulate area 2",0.190040047178627
"Cingulate area 2",0.164697263469861
"Cingulate area 2",0.177091179590207
"Cingulate area 2",0.261875431657245
"Cingulate area 2",0.236224341577326
"Cingulate area 2",0.146630510120303
"Cingulate area 2",-0.0406964409921784
"Cingulate area 2",0.36460311452538
"Cingulate area 2",0.169568504134077
"Cingulate area 2",0.25385946600727
"Cingulate area 2",0.0902721054735593
"Cingulate area 2",0.0648676604905631
"Cingulate area 2",0.265883414482232
"Cingulate area 2",0.344501539126213
"Cingulate area 2",0.433355435292469
"Cingulate area 2",0.283148571266793
"Cingulate area 2",0.0982264098493033
"Cingulate area 2",0.0125172386688064
"Cingulate area 2",0.0352085875856574
"Cingulate area 2",0.160689280644874
"Cingulate area 2",0.00585782105190447
"Cingulate area 2",0.0776932055305224
"Cingulate area 2",0.161675861032563
"Cingulate area 2",0.1526733149949
"Cingulate area 2",0.0834893653081963
"Cingulate area 2",0.0104824166191975
"Cingulate area 2",0.140217737600324
"Cingulate area 2",0.139539463583787
"Cingulate area 2",0.0412513924602536
"Cingulate area 2",0.137011351340334
"Cingulate area 2",0.138429560647637
"Cingulate area 2",0.0928618789912434
"Cingulate area 2",0.044951068914088
"Cingulate area 2",0.0356402165052714
"Cingulate area 2",-0.286663263897935
"Cingulate area 2",-0.153413250285666
"Cingulate area 2",0.0994596353339148
"Cingulate area 2",0.0389082640394918
"Cingulate area 2",-0.0520421154506039
"Cingulate area 2",0.110435342146957
"Cingulate area 2",0.102727682868135
"Cingulate area 2",-0.150145202751446
"Cingulate area 2",-0.0982880711235339
"Cingulate area 2",-0.0718970457528485
"Cingulate area 2",0.134914868016494
"Cingulate area 2",0.177954437429435
"Cingulate area 2",0.102789344142366
"Cingulate area 2",0.242143823903461
"Cingulate area 2",0.167657004632929
"Cingulate area 2",0.0408197635406395
"Cingulate area 2",-0.0853392035351135
"Cingulate area 2",-0.167040391890623
"Cingulate area 2",0.0670258050886332
"Cingulate area 2",0.197254416263604
"Cingulate area 2",0.252687901796889
"Cingulate area 2",0.206626929946651
"Cingulate area 2",0.10433087599813
"Cingulate area 2",0.160134329176799
"Cingulate area 2",0.112840131841949
"Cingulate area 2",0.133928287628805
"Cingulate area 2",0.287464860462933
"Cingulate area 2",0.335375670540088
"Cingulate area 2",0.381744948761479
"Cingulate area 2",0.301338647164812
"Cingulate area 2",0.19898093194206
"Cingulate area 2",0.207736832882802
"Cingulate area 2",0.185292129062873
"Cingulate area 2",0.198179335377063
"Cingulate area 2",0.193678062358231
"Cingulate area 2",-0.0396481993302586
"Cingulate area 2",0.184243887400953
"Cingulate area 2",0.0688139820413198
"Cingulate area 2",0.229626585234655
"Cingulate area 2",0.131708481756505
"Cingulate area 2",-0.151255105687596
"Cingulate area 2",-0.0266993317418383
"Cingulate area 2",0.21828091077623
"Cingulate area 2",0.313300934365543
"Cingulate area 2",0.151501750784519
"Cingulate area 2",0.191211611389008
"Cingulate area 2",0.00450127301883185
"Cingulate area 2",0.107907229903503
"Cingulate area 2",-0.0688756433155504
"Cingulate area 2",0.0741785128993797
"Cingulate area 2",0.0218897523518535
"Cingulate area 2",0.119992839652696
"Cingulate area 2",0.0714654168332345
"Cingulate area 2",-0.0175734631557134
"Cingulate area 2",0.0560500982755912
"Cingulate area 2",0.0640660639255657
"Cingulate area 2",-0.024417864595307
"Cingulate area 2",0.0978564422039199
"Cingulate area 2",0.0686289982186281
"Cingulate area 2",0.0279325572264497
"Cingulate area 2",0.0573449850344332
"Cingulate area 2",-0.0009249191134586
"Cingulate area 2",-0.0681973692990141
"Cingulate area 2",-0.201447382911283
"Cingulate area 2",-0.0548785340652103
"Cingulate area 2",-0.143362462586083
"Cingulate area 2",-0.0143670768957236
"Cingulate area 2",-0.0652376281359466
"Cingulate area 2",-0.0418680052025593
"Cingulate area 2",-0.0440878110748599
"Cingulate area 2",0.122212645524996
"Cingulate area 2",0.0765216413201415
"Cingulate area 2",-0.070663820268237
"Cingulate area 2",-0.255524320411496
"Cingulate area 2",0.163279054162558
"Cingulate area 2",0.176536228122131
"Cingulate area 2",0.13337333616073
"Cingulate area 2",0.00487124066421529
"Cingulate area 2",0.0982880711235339
"Cingulate area 2",0.0740551903509186
"Cingulate area 2",0.0941567657500855
"Cingulate area 2",0.264773511546082
"Cingulate area 2",0.19034835354978
"Cingulate area 2",0.159394393886032
"Cingulate area 2",0.225125312215823
"Cingulate area 2",0.16136755466141
"Cingulate area 2",-0.0703555138970842
"Cingulate area 2",0.0114073357326561
"Cingulate area 2",0.0658542408782523
"Cingulate area 2",-0.0361951679733465
"Cingulate area 2",-0.343268313641602
"Cingulate area 2",-0.0505622448690701
"Cingulate area 2",0.343144991093141
"Cingulate area 2",0.138799528293021
"Cingulate area 2",0.104392537272361
"Cingulate area 2",0.0757817060293746
"Cingulate area 2",0.153351589011436
"Cingulate area 2",0.178694372720201
"Cingulate area 2",0.113148438213102
"Cingulate area 2",0.121102742588846
"Cingulate area 2",0.156188007626042
"Cingulate area 2",0.0973014907358447
"Cingulate area 2",0.15705126546527
"Cingulate area 2",0.170431761973305
"Cingulate area 2",0.200399141249363
"Cingulate area 2",0.20434546280012
"Cingulate area 2",0.236840954319632
"Cingulate area 2",0.222843845069292
"Cingulate area 2",0.111113616163493
"Cingulate area 2",0.0915669922324014
"Cingulate area 2",0.194787965294381
"Cingulate area 2",0.113148438213102
"Cingulate area 2",0.323166738242435
"Cingulate area 2",0.308244709878636
"Cingulate area 2",0.106304036773508
"Cingulate area 2",0.0234312842076179
"Cingulate area 2",0.0602430649232701
"Cingulate area 2",0.110312019598496
"Cingulate area 2",0.0611679840367287
"Cingulate area 2",0.176166260476748
"Cingulate area 2",0.2129780411924
"Cingulate area 2",0.22580358623236
"Cingulate area 2",0.0903954280220205
"Cingulate area 2",-0.142314220924163
"Cingulate area 2",-0.0189916724630166
"Cingulate area 2",-0.0850308971639606
"Cingulate area 2",-0.114135018600791
"Cingulate area 2",-0.110127035775804
"Cingulate area 2",0.060983000214037
"Cingulate area 2",0.122890919541533
"Cingulate area 2",0.103837585804285
"Cingulate area 2",0.00776932055305224
"Cingulate area 2",-0.0822561398235848
"Cingulate area 2",0.0755350609324523
"Cingulate area 2",0.100199570624682
"Cingulate area 2",0.0800979952255148
"Cingulate area 2",0.0915669922324014
"Cingulate area 2",0.0158469474772573
"Cingulate area 2",0.101679441206215
"Cingulate area 2",0.040326473346795
"Cingulate area 2",-0.1333116748865
"Cingulate area 2",0.0128872063141898
"Cingulate area 2",-0.16346403798525
"Cingulate area 2",-0.143855752779928
"Cingulate area 2",-0.0225680263683898
"Cingulate area 2",-0.00302140243729809
"Cingulate area 2",0.0577149526798166
"Cingulate area 2",-0.0331121042618179
"Cingulate area 2",0.165868827680242
"Cingulate area 2",0.0533986634836765
"Cingulate area 2",-0.0215197847064701
"Cingulate area 2",0.0791730761120562
"Cingulate area 2",-0.00980414260266116
"Cingulate area 2",-0.112778470567719
"Cingulate area 2",-0.00221980587230064
"Cingulate area 2",-0.150946799316444
"Cingulate area 2",-0.0582082428736612
"Cingulate area 2",-0.192938127067464
"Cingulate area 2",0.111730228905799
"Cingulate area 2",-0.0438411659779376
"Cingulate area 2",0.0938484593789326
"Cingulate area 2",0.114443324971944
"Cingulate area 2",0.0876206706816447
"Cingulate area 2",0.0797280275801313
"Cingulate area 2",0.066470853620558
"Cingulate area 2",0.0977331196554587
"Cingulate area 2",0.126343950898445
"Cingulate area 2",0.0969315230904613
