Cingulate area 2,Glomerular layer of the accessory olfactory bulb,Glomerular layer of the olfactory bulb,"Olfactory bulb, unspecified",Frontal association cortex,Cornu ammonis 3,Dentate gyrus,Cornu ammonis 2,Cornu ammonis 1,Fasciola cinereum,Subiculum,Postrhinal cortex,Presubiculum,Parasubiculum,Perirhinal area 35,Perirhinal area 36,Medial entorhinal cortex,Lateral entorhinal cortex,Primary auditory area,"Secondary auditory area, dorsal part","Secondary auditory area, ventral part","Piriform cortex, layer 1","Piriform cortex, layer 2","Piriform cortex, layer 3",Ventrolateral orbital area,Lateral orbital area,Ventral orbital area,Medial orbital area,Dorsolateral orbital area,Prelimbic area,Secondary motor area,Frontal association area 3,Primary motor area,"Agranular insular cortex, ventral area",Agranular insular cortex dorsal area,Cingulate area 1,Infralimbic area,Dysgranular insular cortex,Granular insular cortex,"Primary somatosensory area, forelimb representation","Primary somatosensory area, dysgranular zone","Primary somatosensory area, face representation",Secondary somatosensory area,"Primary somatosensory area, hindlimb representation","Agranular insular cortex, posterior area","Primary somatosensory area, barrel field",Retrosplenial dysgranular area,"Primary somatosensory area, trunk representation",Retrosplenial granular area,"Parietal association cortex, lateral area","Parietal association cortex, medial area","Parietal association cortex, posterior area",Primary visual area,"Secondary visual area, lateral part",Temporal association cortex,"Secondary visual area, medial part",Nucleus of the lateral olfactory tract
0.0,0.35383335775095576,0.18489991258608726,0.29124478732855436,0.4363246751331811,0.7712717286697824,0.8733879802622543,0.8284159410562757,0.8580494294859975,0.7247515348943505,0.887048347110454,0.718241651456738,0.7745395329989316,0.7569838073218829,0.7269234057207953,0.7049084305560752,0.8095218120358656,0.7307405109175801,0.7764266138827485,0.8064640680693436,0.7710769176026657,0.6300419793217497,0.5983796844142122,0.7643315805120514,0.3937814156045134,0.4113283494025685,0.29461502244889687,0.391867834701926,0.4227127659899015,0.3316030756582774,0.430021735869191,0.33886848225762417,0.6380406699319701,0.4469100986174389,0.34434923880880336,0.621480152028718,0.39718939550843607,0.5635005383731555,0.5430320057517974,0.7187353113694301,0.7716343094036268,0.5765803618253019,0.5897059351868765,0.6616894853794564,0.6017413575823412,0.8280951531647589,0.8363404198697679,0.7662231987806976,0.8062540854368703,0.7327455412434948,0.5000832281586314,0.9052881137918367,0.8315215573392741,0.8523313466742585,0.6556766907814632,0.7006967988401396,0.8777604789668518
0.35383335775095576,0.0,0.40421285793050343,0.72793750229806,0.7459240454894467,0.4519787547008678,0.45350498868106504,0.4415393090030791,0.46479678972868926,0.4860049610293415,0.4512413597089519,0.5387314565960684,0.4942860295852397,0.5521560963627077,0.4607678365171041,0.4921438946854167,0.5060602681506129,0.5023766680588818,0.465113295975158,0.4716783732884862,0.5137884052711247,0.4799330580999018,0.5146451993212269,0.44773818869504867,0.5132694137640276,0.4686998572344973,0.37650940308814007,0.5386501197544665,0.4870203029160626,0.474853151785284,0.4738789005305621,0.47585367558073277,0.5020925651484024,0.5513393835652558,0.5114895935812488,0.45427955112167,0.5154039790963613,0.6120787855268719,0.5734245075127962,0.3925653988146331,0.3872111894641232,0.48785395517712893,0.5273174575424225,0.4029773503593476,0.5285311964383596,0.435819359815362,0.4380481839261832,0.4436195767947109,0.48210316091328564,0.39074291637520925,0.5687579200027088,0.3883590013917314,0.48832234666873636,0.4675858540125827,0.5740006540370065,0.4114205496019285,0.3911736493303868
0.18489991258608726,0.40421285793050343,0.0,0.6456744545897879,0.33732038089075533,0.20675544185794759,0.2061286518700653,0.20244138760593514,0.20070091805863746,0.2188224489609522,0.2199936757058582,0.2522535028945951,0.21673232708707854,0.2370855163706106,0.208855612217,0.22104719491598857,0.26225624838282785,0.2203870194016016,0.20445816832246658,0.2142171774384496,0.2142802807524984,0.21172345589656422,0.21594779436699507,0.1983389518612608,0.23297706269015464,0.21792982946966558,0.20508025731524046,0.23029387493140233,0.21212026257624242,0.23476982369760485,0.21525783529925452,0.2502715131686812,0.2133387196184085,0.25553359040536616,0.26510582664115345,0.2098927196266938,0.2438451682910737,0.25304594771635736,0.24935315117322615,0.18616756146552166,0.17753603659180073,0.2297570339953311,0.21777645389847103,0.17542752209702253,0.2178397604100889,0.18823274287478034,0.20151403647483893,0.20335665666283456,0.20277739716448587,0.18590382699640554,0.2425200132251377,0.18033113834547876,0.21254709267914187,0.21663292403418824,0.23935884899244783,0.1864768402626259,0.18326819532523836
0.29124478732855436,0.72793750229806,0.6456744545897879,0.0,0.6314493570269079,0.3537673947811177,0.34291454270315314,0.341840897481862,0.35719713094378985,0.3790606380834493,0.3619393340740205,0.4226588887065767,0.3780358487377026,0.41956916443082515,0.36593607236843584,0.3887400086205515,0.4399943891676172,0.38562433705280524,0.35880762103497355,0.3668715956902842,0.37797357190723163,0.3926836917180751,0.3925231953967434,0.3490953305925378,0.46179798496398006,0.4299157008577778,0.38448176897935477,0.4527246084661492,0.4226546178683713,0.46093228183353985,0.41941458505468837,0.4813688274288658,0.39676192232816315,0.5051318055897904,0.5003193504407283,0.37879288862685834,0.48790255632198565,0.4703984891669011,0.46867623429137806,0.31803126825763006,0.2977707102599163,0.420037596875136,0.41119707881772943,0.30674818011272403,0.4011711299138417,0.3234085067046352,0.3280159452823577,0.34848712782893165,0.35472583483638054,0.3146600682084543,0.4723401092273587,0.2994059252233235,0.36217796787609385,0.38233348175004805,0.4190196355297067,0.3110914923401467,0.289701953208912
0.4363246751331811,0.7459240454894467,0.33732038089075533,0.6314493570269079,0.0,0.6159632865831762,0.5954247967460695,0.5915850337040449,0.5955774587601457,0.5602411057257797,0.6029245408417679,0.7326089293391762,0.6629882053162265,0.6189021467805996,0.6262403200555924,0.6933311677609627,0.6304156419910013,0.6906969015576314,0.6294422058162742,0.6519334109386392,0.7096818587957798,0.6190973653456433,0.6694384376475595,0.5620368772616374,0.6150527669379443,0.6238019961854272,0.4648642907433177,0.7342066149870476,0.6499108193546451,0.5347448585550653,0.5982197127143819,0.559716233896698,0.6217818138730858,0.6670619130861516,0.5817520295591236,0.5801826004880298,0.5660476856409121,0.7426514451934889,0.7040024497447605,0.5275659275375812,0.4942548832013513,0.6275426898989657,0.7013994213310444,0.5608390982756598,0.7542826401072756,0.5467456996203877,0.5696151842634412,0.5823922409193574,0.5822702801470264,0.5476734887628463,0.7848940999618256,0.5179567963403401,0.6075648746296173,0.6077559949668686,0.748086008754009,0.5260739416387915,0.5151183023021746
0.7712717286697824,0.4519787547008678,0.20675544185794759,0.3537673947811177,0.6159632865831762,0.0,0.9515494886352142,0.9624971562002728,0.9364117068398495,0.8479375791443948,0.9110596284583831,0.8983442628364038,0.9493294925408087,0.9170416372527311,0.9638853323650406,0.8686819855197636,0.8431759655439028,0.9238542638110745,0.9385393070187232,1.0,0.899820130196965,0.8559695168775175,0.8315404005425806,0.9474268921040246,0.6054495595967131,0.6510345218743075,0.45609117755983997,0.6073356972389863,0.6684020966558761,0.4980224355686412,0.6642601097993199,0.5531030458222346,0.8263835800663094,0.6796611509690741,0.5190112726223088,0.8046818497858582,0.5766595693835838,0.8060251980271257,0.7727596898505747,0.9180890292132999,0.8810546466170898,0.8181875773203753,0.9308114218213306,0.8751234378026457,0.9171683504532377,0.981326708413683,0.8712445748957239,0.9481384240128448,0.9501320356942261,0.8982213536968618,0.7240976798421082,0.9152779229927691,0.929870136009362,0.9399569102635376,0.9844714082478391,0.8262013308780619,0.8773786803605275
0.8733879802622543,0.45350498868106504,0.2061286518700653,0.34291454270315314,0.5954247967460695,0.9515494886352142,0.0,0.9188790575735007,1.0,0.9174138834245014,0.9428622803722537,0.8921358704320023,0.9648494304452325,0.9378842732243401,0.966633276238563,0.8949544567158966,0.8804105374397238,0.9710124803404788,0.9220305398501002,0.9619879779157298,0.9692828546664121,0.8232644504392997,0.7899009858839514,0.9216971282295093,0.5938486895297264,0.5902380001620855,0.43175423896908427,0.5371587308781974,0.5963349238729238,0.49876222382379287,0.6239670187650523,0.5018213823229186,0.8630934638374685,0.6133531792543756,0.4799106635374799,0.8028486669464453,0.5619531181440959,0.7606176227779458,0.7343233659812388,0.9247463579929317,0.8858209791403099,0.7616463454134088,0.7795490725430946,0.8752137546836735,0.8161252180672,0.9900904723069438,0.9940512428498034,0.9096387422301652,0.9546157883496235,0.8025827102632808,0.7331502029153398,0.9575595281316762,0.8980793350332464,0.9838748693526369,0.8908101164937622,0.8926455836448585,0.9045832185684797
0.8284159410562757,0.4415393090030791,0.20244138760593514,0.341840897481862,0.5915850337040449,0.9624971562002728,0.9188790575735007,0.0,0.9674441436529744,0.8859620978959962,0.8844592525092001,0.8807942830858726,0.870959697941632,0.9116975867135493,0.8816902605024299,0.8900843441601668,0.8149722584698096,0.9421568431267808,0.9263704490540526,0.9304124618645196,0.9726487452813258,0.7810393474441204,0.7737089299428487,0.8399734955110731,0.5311212580807217,0.5391675454354665,0.38617707793611195,0.5408357037990699,0.5662457159490496,0.42421112305265485,0.5818465416429726,0.43782569750811406,0.7443384847841835,0.5684873388667676,0.43130982338064416,0.7261403148887056,0.4838155197226476,0.6892311866305175,0.6890718752364988,0.8187328884395985,0.8871735527879049,0.6799169484934936,0.76000945352228,0.8007081226694707,0.7622291804164327,0.9594268238751485,0.9827997676553858,0.9276769745456049,0.9411679239812508,0.8678513931655343,0.6856568793443795,0.8664444163193122,0.9137844179730369,0.9010037699148418,0.8612338448006617,0.8600195833061798,0.9167655289597711
0.8580494294859975,0.46479678972868926,0.20070091805863746,0.35719713094378985,0.5955774587601457,0.9364117068398495,1.0,0.9674441436529744,0.0,0.9245050657525858,1.0,0.8624966974946182,0.9327105652234202,0.994417737754363,0.9784054757777668,0.9696841342367657,0.8638653928394644,1.0,0.9914340166067082,0.9717955036503796,1.0,0.8844581973482362,0.8916598148884497,1.0,0.6384107209099155,0.6733567494833833,0.47353021851147825,0.6177414934020194,0.6797220895884764,0.5371876994787164,0.7111895127078598,0.5611720556632407,0.9233536098280353,0.69987647349494,0.5372826056850504,0.903362551250529,0.6315731451061224,0.7940018234313727,0.8193740438663496,0.9620618140392293,0.9066005563317766,0.8429904912576982,0.8950937265042961,0.951968539619809,0.86968573559924,1.0,0.9201586421780713,0.9383287726327095,1.0,0.8447677149880874,0.7997498691204774,0.9804493276880544,0.9646141364893686,1.0,0.9720981656926787,0.9881786042202567,0.8722723498804353
0.7247515348943505,0.4860049610293415,0.2188224489609522,0.3790606380834493,0.5602411057257797,0.8479375791443948,0.9174138834245014,0.8859620978959962,0.9245050657525858,0.0,0.8718999619961111,0.8749524153187098,0.9012649374798661,0.975650314159644,0.8661723837218562,0.7949356782384777,0.8809906499803701,0.8971409914579936,0.9336528061549488,0.8658973658130897,0.8947377267096409,0.7787795460152407,0.7121172670419799,0.7909299089846124,0.5338965829409127,0.511642603638276,0.3690887607358352,0.49005844260259707,0.5301231912272126,0.4412157449313931,0.5853601277204162,0.43999471075979807,0.8042963650630931,0.5758845824445991,0.45866947612758974,0.7592683640044512,0.5344301971870224,0.756571152187439,0.6979815593050629,0.7541912716924388,0.7634055431936316,0.685646586511306,0.7186416102352817,0.7221435333896846,0.7727663970102081,0.857796936556869,0.8658402358507477,0.8346752192182147,0.912728787553694,0.7674687733403601,0.6619053617110834,0.820549238667248,0.9168370297430795,0.9246156346033978,0.8300391532162237,0.7891218654925815,0.8378618488666659
